KeyParamGroup	EntitySet	ParamGroup	ArterialSpinLabelingType	BackgroundSuppression	Cluster_EchoTime	Cluster_EffectiveEchoSpacing	Cluster_RepetitionTime	Cluster_TotalReadoutTime	Cluster_VoxelSizeDim1	Cluster_VoxelSizeDim2	Cluster_VoxelSizeDim3	Counts	Dim1Size	Dim2Size	Dim3Size	EchoTime	EchoTime_x	EffectiveEchoSpacing	EffectiveEchoSpacing_x	EntitySetCount	FlipAngle	HasFieldmap	ImageOrientation	LookLocker	M0Type	Modality	MultibandAccelerationFactor	NSliceTimes	NumVolumes	Obliquity	ParallelReductionFactorInPlane	PartialFourier	PhaseEncodingDirection	RepetitionTime	RepetitionTime_x	TotalReadoutTime	TotalReadoutTime_x	UsedAsFieldmap	VascularCrushing	VoxelSizeDim1	VoxelSizeDim1_x	VoxelSizeDim2	VoxelSizeDim2_x	VoxelSizeDim3	VoxelSizeDim3_x	FilePath
datatype-anat_reconstruction-defaced_suffix-T1w__1	datatype-anat_reconstruction-defaced_suffix-T1w	1			0.0		0.0		0.0	0.0	0.0	230	192	256	160	0.00345	0.00345			230	9	False	RAS+			anat		0	1	False	2.0	1.0		1.81	1.81			False		0.938	0.938	0.938	0.938	1.0	1.0	/sub-20320/ses-1/anat/sub-20320_ses-1_rec-defaced_T1w.nii.gz
datatype-anat_reconstruction-defaced_suffix-T1w__1	datatype-anat_reconstruction-defaced_suffix-T1w	1			0.0		0.0		0.0	0.0	0.0	230	192	256	160	0.00345	0.00345			230	9	False	RAS+			anat		0	1	False	2.0	1.0		1.81	1.81			False		0.938	0.938	0.938	0.938	1.0	1.0	/sub-20322/ses-1/anat/sub-20322_ses-1_rec-defaced_T1w.nii.gz
datatype-anat_reconstruction-defaced_suffix-T1w__1	datatype-anat_reconstruction-defaced_suffix-T1w	1			0.0		0.0		0.0	0.0	0.0	230	192	256	160	0.00345	0.00345			230	9	False	RAS+			anat		0	1	False	2.0	1.0		1.81	1.81			False		0.938	0.938	0.938	0.938	1.0	1.0	/sub-20325/ses-1/anat/sub-20325_ses-1_rec-defaced_T1w.nii.gz
datatype-anat_reconstruction-defaced_suffix-T1w__1	datatype-anat_reconstruction-defaced_suffix-T1w	1			0.0		0.0		0.0	0.0	0.0	230	192	256	160	0.00345	0.00345			230	9	False	RAS+			anat		0	1	False	2.0	1.0		1.81	1.81			False		0.938	0.938	0.938	0.938	1.0	1.0	/sub-20326/ses-1/anat/sub-20326_ses-1_rec-defaced_T1w.nii.gz
datatype-anat_reconstruction-defaced_suffix-T1w__1	datatype-anat_reconstruction-defaced_suffix-T1w	1			0.0		0.0		0.0	0.0	0.0	230	192	256	160	0.00345	0.00345			230	9	False	RAS+			anat		0	1	False	2.0	1.0		1.81	1.81			False		0.938	0.938	0.938	0.938	1.0	1.0	/sub-20327/ses-1/anat/sub-20327_ses-1_rec-defaced_T1w.nii.gz
datatype-anat_reconstruction-defaced_suffix-T1w__1	datatype-anat_reconstruction-defaced_suffix-T1w	1			0.0		0.0		0.0	0.0	0.0	230	192	256	160	0.00345	0.00345			230	9	False	RAS+			anat		0	1	False	2.0	1.0		1.81	1.81			False		0.938	0.938	0.938	0.938	1.0	1.0	/sub-20362/ses-1/anat/sub-20362_ses-1_rec-defaced_T1w.nii.gz
datatype-anat_reconstruction-defaced_suffix-T1w__1	datatype-anat_reconstruction-defaced_suffix-T1w	1			0.0		0.0		0.0	0.0	0.0	230	192	256	160	0.00345	0.00345			230	9	False	RAS+			anat		0	1	False	2.0	1.0		1.81	1.81			False		0.938	0.938	0.938	0.938	1.0	1.0	/sub-20386/ses-1/anat/sub-20386_ses-1_rec-defaced_T1w.nii.gz
datatype-anat_reconstruction-defaced_suffix-T1w__1	datatype-anat_reconstruction-defaced_suffix-T1w	1			0.0		0.0		0.0	0.0	0.0	230	192	256	160	0.00345	0.00345			230	9	False	RAS+			anat		0	1	False	2.0	1.0		1.81	1.81			False		0.938	0.938	0.938	0.938	1.0	1.0	/sub-20387/ses-1/anat/sub-20387_ses-1_rec-defaced_T1w.nii.gz
datatype-anat_reconstruction-defaced_suffix-T1w__1	datatype-anat_reconstruction-defaced_suffix-T1w	1			0.0		0.0		0.0	0.0	0.0	230	192	256	160	0.00345	0.00345			230	9	False	RAS+			anat		0	1	False	2.0	1.0		1.81	1.81			False		0.938	0.938	0.938	0.938	1.0	1.0	/sub-20461/ses-1/anat/sub-20461_ses-1_rec-defaced_T1w.nii.gz
datatype-anat_reconstruction-defaced_suffix-T1w__1	datatype-anat_reconstruction-defaced_suffix-T1w	1			0.0		0.0		0.0	0.0	0.0	230	192	256	160	0.00345	0.00345			230	9	False	RAS+			anat		0	1	False	2.0	1.0		1.81	1.81			False		0.938	0.938	0.938	0.938	1.0	1.0	/sub-20589/ses-1/anat/sub-20589_ses-1_rec-defaced_T1w.nii.gz
datatype-anat_reconstruction-defaced_suffix-T1w__1	datatype-anat_reconstruction-defaced_suffix-T1w	1			0.0		0.0		0.0	0.0	0.0	230	192	256	160	0.00345	0.00345			230	9	False	RAS+			anat		0	1	False	2.0	1.0		1.81	1.81			False		0.938	0.938	0.938	0.938	1.0	1.0	/sub-20649/ses-1/anat/sub-20649_ses-1_rec-defaced_T1w.nii.gz
datatype-anat_reconstruction-defaced_suffix-T1w__1	datatype-anat_reconstruction-defaced_suffix-T1w	1			0.0		0.0		0.0	0.0	0.0	230	192	256	160	0.00345	0.00345			230	9	False	RAS+			anat		0	1	False	2.0	1.0		1.81	1.81			False		0.938	0.938	0.938	0.938	1.0	1.0	/sub-20699/ses-1/anat/sub-20699_ses-1_rec-defaced_T1w.nii.gz
datatype-anat_reconstruction-defaced_suffix-T1w__1	datatype-anat_reconstruction-defaced_suffix-T1w	1			0.0		0.0		0.0	0.0	0.0	230	192	256	160	0.00345	0.00345			230	9	False	RAS+			anat		0	1	False	2.0	1.0		1.81	1.81			False		0.938	0.938	0.938	0.938	1.0	1.0	/sub-20809/ses-1/anat/sub-20809_ses-1_rec-defaced_T1w.nii.gz
datatype-anat_reconstruction-defaced_suffix-T1w__1	datatype-anat_reconstruction-defaced_suffix-T1w	1			0.0		0.0		0.0	0.0	0.0	230	192	256	160	0.00345	0.00345			230	9	False	RAS+			anat		0	1	False	2.0	1.0		1.81	1.81			False		0.938	0.938	0.938	0.938	1.0	1.0	/sub-20888/ses-1/anat/sub-20888_ses-1_rec-defaced_T1w.nii.gz
datatype-anat_reconstruction-defaced_suffix-T1w__1	datatype-anat_reconstruction-defaced_suffix-T1w	1			0.0		0.0		0.0	0.0	0.0	230	192	256	160	0.00345	0.00345			230	9	False	RAS+			anat		0	1	False	2.0	1.0		1.81	1.81			False		0.938	0.938	0.938	0.938	1.0	1.0	/sub-20940/ses-1/anat/sub-20940_ses-1_rec-defaced_T1w.nii.gz
datatype-anat_reconstruction-defaced_suffix-T1w__1	datatype-anat_reconstruction-defaced_suffix-T1w	1			0.0		0.0		0.0	0.0	0.0	230	192	256	160	0.00345	0.00345			230	9	False	RAS+			anat		0	1	False	2.0	1.0		1.81	1.81			False		0.938	0.938	0.938	0.938	1.0	1.0	/sub-20941/ses-1/anat/sub-20941_ses-1_rec-defaced_T1w.nii.gz
datatype-anat_reconstruction-defaced_suffix-T1w__1	datatype-anat_reconstruction-defaced_suffix-T1w	1			0.0		0.0		0.0	0.0	0.0	230	192	256	160	0.00345	0.00345			230	9	False	RAS+			anat		0	1	False	2.0	1.0		1.81	1.81			False		0.938	0.938	0.938	0.938	1.0	1.0	/sub-20949/ses-1/anat/sub-20949_ses-1_rec-defaced_T1w.nii.gz
datatype-anat_reconstruction-defaced_suffix-T1w__1	datatype-anat_reconstruction-defaced_suffix-T1w	1			0.0		0.0		0.0	0.0	0.0	230	192	256	160	0.00345	0.00345			230	9	False	RAS+			anat		0	1	False	2.0	1.0		1.81	1.81			False		0.938	0.938	0.938	0.938	1.0	1.0	/sub-20963/ses-1/anat/sub-20963_ses-1_rec-defaced_T1w.nii.gz
datatype-anat_reconstruction-defaced_suffix-T1w__1	datatype-anat_reconstruction-defaced_suffix-T1w	1			0.0		0.0		0.0	0.0	0.0	230	192	256	160	0.00345	0.00345			230	9	False	RAS+			anat		0	1	False	2.0	1.0		1.81	1.81			False		0.938	0.938	0.938	0.938	1.0	1.0	/sub-20974/ses-1/anat/sub-20974_ses-1_rec-defaced_T1w.nii.gz
datatype-anat_reconstruction-defaced_suffix-T1w__1	datatype-anat_reconstruction-defaced_suffix-T1w	1			0.0		0.0		0.0	0.0	0.0	230	192	256	160	0.00345	0.00345			230	9	False	RAS+			anat		0	1	False	2.0	1.0		1.81	1.81			False		0.938	0.938	0.938	0.938	1.0	1.0	/sub-20981/ses-1/anat/sub-20981_ses-1_rec-defaced_T1w.nii.gz
datatype-anat_reconstruction-defaced_suffix-T1w__1	datatype-anat_reconstruction-defaced_suffix-T1w	1			0.0		0.0		0.0	0.0	0.0	230	192	256	160	0.00345	0.00345			230	9	False	RAS+			anat		0	1	False	2.0	1.0		1.81	1.81			False		0.938	0.938	0.938	0.938	1.0	1.0	/sub-21016/ses-1/anat/sub-21016_ses-1_rec-defaced_T1w.nii.gz
datatype-anat_reconstruction-defaced_suffix-T1w__1	datatype-anat_reconstruction-defaced_suffix-T1w	1			0.0		0.0		0.0	0.0	0.0	230	192	256	160	0.00345	0.00345			230	9	False	RAS+			anat		0	1	False	2.0	1.0		1.81	1.81			False		0.938	0.938	0.938	0.938	1.0	1.0	/sub-21056/ses-1/anat/sub-21056_ses-1_rec-defaced_T1w.nii.gz
datatype-anat_reconstruction-defaced_suffix-T1w__1	datatype-anat_reconstruction-defaced_suffix-T1w	1			0.0		0.0		0.0	0.0	0.0	230	192	256	160	0.00345	0.00345			230	9	False	RAS+			anat		0	1	False	2.0	1.0		1.81	1.81			False		0.938	0.938	0.938	0.938	1.0	1.0	/sub-21059/ses-1/anat/sub-21059_ses-1_rec-defaced_T1w.nii.gz
datatype-anat_reconstruction-defaced_suffix-T1w__1	datatype-anat_reconstruction-defaced_suffix-T1w	1			0.0		0.0		0.0	0.0	0.0	230	192	256	160	0.00345	0.00345			230	9	False	RAS+			anat		0	1	False	2.0	1.0		1.81	1.81			False		0.938	0.938	0.938	0.938	1.0	1.0	/sub-21085/ses-1/anat/sub-21085_ses-1_rec-defaced_T1w.nii.gz
datatype-anat_reconstruction-defaced_suffix-T1w__1	datatype-anat_reconstruction-defaced_suffix-T1w	1			0.0		0.0		0.0	0.0	0.0	230	192	256	160	0.00345	0.00345			230	9	False	RAS+			anat		0	1	False	2.0	1.0		1.81	1.81			False		0.938	0.938	0.938	0.938	1.0	1.0	/sub-80557/ses-1/anat/sub-80557_ses-1_rec-defaced_T1w.nii.gz
datatype-anat_reconstruction-defaced_suffix-T1w__1	datatype-anat_reconstruction-defaced_suffix-T1w	1			0.0		0.0		0.0	0.0	0.0	230	192	256	160	0.00345	0.00345			230	9	False	RAS+			anat		0	1	False	2.0	1.0		1.81	1.81			False		0.938	0.938	0.938	0.938	1.0	1.0	/sub-80688/ses-1/anat/sub-80688_ses-1_rec-defaced_T1w.nii.gz
datatype-anat_reconstruction-defaced_suffix-T1w__1	datatype-anat_reconstruction-defaced_suffix-T1w	1			0.0		0.0		0.0	0.0	0.0	230	192	256	160	0.00345	0.00345			230	9	False	RAS+			anat		0	1	False	2.0	1.0		1.81	1.81			False		0.938	0.938	0.938	0.938	1.0	1.0	/sub-81725/ses-1/anat/sub-81725_ses-1_rec-defaced_T1w.nii.gz
datatype-anat_reconstruction-defaced_suffix-T1w__1	datatype-anat_reconstruction-defaced_suffix-T1w	1			0.0		0.0		0.0	0.0	0.0	230	192	256	160	0.00345	0.00345			230	9	False	RAS+			anat		0	1	False	2.0	1.0		1.81	1.81			False		0.938	0.938	0.938	0.938	1.0	1.0	/sub-81760/ses-1/anat/sub-81760_ses-1_rec-defaced_T1w.nii.gz
datatype-anat_reconstruction-defaced_suffix-T1w__1	datatype-anat_reconstruction-defaced_suffix-T1w	1			0.0		0.0		0.0	0.0	0.0	230	192	256	160	0.00345	0.00345			230	9	False	RAS+			anat		0	1	False	2.0	1.0		1.81	1.81			False		0.938	0.938	0.938	0.938	1.0	1.0	/sub-82051/ses-1/anat/sub-82051_ses-1_rec-defaced_T1w.nii.gz
datatype-anat_reconstruction-defaced_suffix-T1w__1	datatype-anat_reconstruction-defaced_suffix-T1w	1			0.0		0.0		0.0	0.0	0.0	230	192	256	160	0.00345	0.00345			230	9	False	RAS+			anat		0	1	False	2.0	1.0		1.81	1.81			False		0.938	0.938	0.938	0.938	1.0	1.0	/sub-82063/ses-1/anat/sub-82063_ses-1_rec-defaced_T1w.nii.gz
datatype-anat_reconstruction-defaced_suffix-T1w__1	datatype-anat_reconstruction-defaced_suffix-T1w	1			0.0		0.0		0.0	0.0	0.0	230	192	256	160	0.00345	0.00345			230	9	False	RAS+			anat		0	1	False	2.0	1.0		1.81	1.81			False		0.938	0.938	0.938	0.938	1.0	1.0	/sub-82492/ses-1/anat/sub-82492_ses-1_rec-defaced_T1w.nii.gz
datatype-anat_reconstruction-defaced_suffix-T1w__1	datatype-anat_reconstruction-defaced_suffix-T1w	1			0.0		0.0		0.0	0.0	0.0	230	192	256	160	0.00345	0.00345			230	9	False	RAS+			anat		0	1	False	2.0	1.0		1.81	1.81			False		0.938	0.938	0.938	0.938	1.0	1.0	/sub-82790/ses-1/anat/sub-82790_ses-1_rec-defaced_T1w.nii.gz
datatype-anat_reconstruction-defaced_suffix-T1w__1	datatype-anat_reconstruction-defaced_suffix-T1w	1			0.0		0.0		0.0	0.0	0.0	230	192	256	160	0.00345	0.00345			230	9	False	RAS+			anat		0	1	False	2.0	1.0		1.81	1.81			False		0.938	0.938	0.938	0.938	1.0	1.0	/sub-83010/ses-1/anat/sub-83010_ses-1_rec-defaced_T1w.nii.gz
datatype-anat_reconstruction-defaced_suffix-T1w__1	datatype-anat_reconstruction-defaced_suffix-T1w	1			0.0		0.0		0.0	0.0	0.0	230	192	256	160	0.00345	0.00345			230	9	False	RAS+			anat		0	1	False	2.0	1.0		1.81	1.81			False		0.938	0.938	0.938	0.938	1.0	1.0	/sub-83372/ses-1/anat/sub-83372_ses-1_rec-defaced_T1w.nii.gz
datatype-anat_reconstruction-defaced_suffix-T1w__1	datatype-anat_reconstruction-defaced_suffix-T1w	1			0.0		0.0		0.0	0.0	0.0	230	192	256	160	0.00345	0.00345			230	9	False	RAS+			anat		0	1	False	2.0	1.0		1.81	1.81			False		0.938	0.938	0.938	0.938	1.0	1.0	/sub-83454/ses-1/anat/sub-83454_ses-1_rec-defaced_T1w.nii.gz
datatype-anat_reconstruction-defaced_suffix-T1w__1	datatype-anat_reconstruction-defaced_suffix-T1w	1			0.0		0.0		0.0	0.0	0.0	230	192	256	160	0.00345	0.00345			230	9	False	RAS+			anat		0	1	False	2.0	1.0		1.81	1.81			False		0.938	0.938	0.938	0.938	1.0	1.0	/sub-83835/ses-1/anat/sub-83835_ses-1_rec-defaced_T1w.nii.gz
datatype-anat_reconstruction-defaced_suffix-T1w__1	datatype-anat_reconstruction-defaced_suffix-T1w	1			0.0		0.0		0.0	0.0	0.0	230	192	256	160	0.00345	0.00345			230	9	False	RAS+			anat		0	1	False	2.0	1.0		1.81	1.81			False		0.938	0.938	0.938	0.938	1.0	1.0	/sub-83999/ses-1/anat/sub-83999_ses-1_rec-defaced_T1w.nii.gz
datatype-anat_reconstruction-defaced_suffix-T1w__1	datatype-anat_reconstruction-defaced_suffix-T1w	1			0.0		0.0		0.0	0.0	0.0	230	192	256	160	0.00345	0.00345			230	9	False	RAS+			anat		0	1	False	2.0	1.0		1.81	1.81			False		0.938	0.938	0.938	0.938	1.0	1.0	/sub-84103/ses-1/anat/sub-84103_ses-1_rec-defaced_T1w.nii.gz
datatype-anat_reconstruction-defaced_suffix-T1w__1	datatype-anat_reconstruction-defaced_suffix-T1w	1			0.0		0.0		0.0	0.0	0.0	230	192	256	160	0.00345	0.00345			230	9	False	RAS+			anat		0	1	False	2.0	1.0		1.81	1.81			False		0.938	0.938	0.938	0.938	1.0	1.0	/sub-84354/ses-1/anat/sub-84354_ses-1_rec-defaced_T1w.nii.gz
datatype-anat_reconstruction-defaced_suffix-T1w__1	datatype-anat_reconstruction-defaced_suffix-T1w	1			0.0		0.0		0.0	0.0	0.0	230	192	256	160	0.00345	0.00345			230	9	False	RAS+			anat		0	1	False	2.0	1.0		1.81	1.81			False		0.938	0.938	0.938	0.938	1.0	1.0	/sub-84688/ses-1/anat/sub-84688_ses-1_rec-defaced_T1w.nii.gz
datatype-anat_reconstruction-defaced_suffix-T1w__1	datatype-anat_reconstruction-defaced_suffix-T1w	1			0.0		0.0		0.0	0.0	0.0	230	192	256	160	0.00345	0.00345			230	9	False	RAS+			anat		0	1	False	2.0	1.0		1.81	1.81			False		0.938	0.938	0.938	0.938	1.0	1.0	/sub-84761/ses-1/anat/sub-84761_ses-1_rec-defaced_T1w.nii.gz
datatype-anat_reconstruction-defaced_suffix-T1w__1	datatype-anat_reconstruction-defaced_suffix-T1w	1			0.0		0.0		0.0	0.0	0.0	230	192	256	160	0.00345	0.00345			230	9	False	RAS+			anat		0	1	False	2.0	1.0		1.81	1.81			False		0.938	0.938	0.938	0.938	1.0	1.0	/sub-84973/ses-1/anat/sub-84973_ses-1_rec-defaced_T1w.nii.gz
datatype-anat_reconstruction-defaced_suffix-T1w__1	datatype-anat_reconstruction-defaced_suffix-T1w	1			0.0		0.0		0.0	0.0	0.0	230	192	256	160	0.00345	0.00345			230	9	False	RAS+			anat		0	1	False	2.0	1.0		1.81	1.81			False		0.938	0.938	0.938	0.938	1.0	1.0	/sub-85083/ses-1/anat/sub-85083_ses-1_rec-defaced_T1w.nii.gz
datatype-anat_reconstruction-defaced_suffix-T1w__1	datatype-anat_reconstruction-defaced_suffix-T1w	1			0.0		0.0		0.0	0.0	0.0	230	192	256	160	0.00345	0.00345			230	9	False	RAS+			anat		0	1	False	2.0	1.0		1.81	1.81			False		0.938	0.938	0.938	0.938	1.0	1.0	/sub-85173/ses-1/anat/sub-85173_ses-1_rec-defaced_T1w.nii.gz
datatype-anat_reconstruction-defaced_suffix-T1w__1	datatype-anat_reconstruction-defaced_suffix-T1w	1			0.0		0.0		0.0	0.0	0.0	230	192	256	160	0.00345	0.00345			230	9	False	RAS+			anat		0	1	False	2.0	1.0		1.81	1.81			False		0.938	0.938	0.938	0.938	1.0	1.0	/sub-85369/ses-1/anat/sub-85369_ses-1_rec-defaced_T1w.nii.gz
datatype-anat_reconstruction-defaced_suffix-T1w__1	datatype-anat_reconstruction-defaced_suffix-T1w	1			0.0		0.0		0.0	0.0	0.0	230	192	256	160	0.00345	0.00345			230	9	False	RAS+			anat		0	1	False	2.0	1.0		1.81	1.81			False		0.938	0.938	0.938	0.938	1.0	1.0	/sub-85743/ses-1/anat/sub-85743_ses-1_rec-defaced_T1w.nii.gz
datatype-anat_reconstruction-defaced_suffix-T1w__1	datatype-anat_reconstruction-defaced_suffix-T1w	1			0.0		0.0		0.0	0.0	0.0	230	192	256	160	0.00345	0.00345			230	9	False	RAS+			anat		0	1	False	2.0	1.0		1.81	1.81			False		0.938	0.938	0.938	0.938	1.0	1.0	/sub-85853/ses-1/anat/sub-85853_ses-1_rec-defaced_T1w.nii.gz
datatype-anat_reconstruction-defaced_suffix-T1w__1	datatype-anat_reconstruction-defaced_suffix-T1w	1			0.0		0.0		0.0	0.0	0.0	230	192	256	160	0.00345	0.00345			230	9	False	RAS+			anat		0	1	False	2.0	1.0		1.81	1.81			False		0.938	0.938	0.938	0.938	1.0	1.0	/sub-86287/ses-1/anat/sub-86287_ses-1_rec-defaced_T1w.nii.gz
datatype-anat_reconstruction-defaced_suffix-T1w__1	datatype-anat_reconstruction-defaced_suffix-T1w	1			0.0		0.0		0.0	0.0	0.0	230	192	256	160	0.00345	0.00345			230	9	False	RAS+			anat		0	1	False	2.0	1.0		1.81	1.81			False		0.938	0.938	0.938	0.938	1.0	1.0	/sub-86350/ses-1/anat/sub-86350_ses-1_rec-defaced_T1w.nii.gz
datatype-anat_reconstruction-defaced_suffix-T1w__1	datatype-anat_reconstruction-defaced_suffix-T1w	1			0.0		0.0		0.0	0.0	0.0	230	192	256	160	0.00345	0.00345			230	9	False	RAS+			anat		0	1	False	2.0	1.0		1.81	1.81			False		0.938	0.938	0.938	0.938	1.0	1.0	/sub-86444/ses-1/anat/sub-86444_ses-1_rec-defaced_T1w.nii.gz
datatype-anat_reconstruction-defaced_suffix-T1w__1	datatype-anat_reconstruction-defaced_suffix-T1w	1			0.0		0.0		0.0	0.0	0.0	230	192	256	160	0.00345	0.00345			230	9	False	RAS+			anat		0	1	False	2.0	1.0		1.81	1.81			False		0.938	0.938	0.938	0.938	1.0	1.0	/sub-86486/ses-1/anat/sub-86486_ses-1_rec-defaced_T1w.nii.gz
datatype-anat_reconstruction-defaced_suffix-T1w__1	datatype-anat_reconstruction-defaced_suffix-T1w	1			0.0		0.0		0.0	0.0	0.0	230	192	256	160	0.00345	0.00345			230	9	False	RAS+			anat		0	1	False	2.0	1.0		1.81	1.81			False		0.938	0.938	0.938	0.938	1.0	1.0	/sub-86722/ses-1/anat/sub-86722_ses-1_rec-defaced_T1w.nii.gz
datatype-anat_reconstruction-defaced_suffix-T1w__1	datatype-anat_reconstruction-defaced_suffix-T1w	1			0.0		0.0		0.0	0.0	0.0	230	192	256	160	0.00345	0.00345			230	9	False	RAS+			anat		0	1	False	2.0	1.0		1.81	1.81			False		0.938	0.938	0.938	0.938	1.0	1.0	/sub-86924/ses-1/anat/sub-86924_ses-1_rec-defaced_T1w.nii.gz
datatype-anat_reconstruction-defaced_suffix-T1w__1	datatype-anat_reconstruction-defaced_suffix-T1w	1			0.0		0.0		0.0	0.0	0.0	230	192	256	160	0.00345	0.00345			230	9	False	RAS+			anat		0	1	False	2.0	1.0		1.81	1.81			False		0.938	0.938	0.938	0.938	1.0	1.0	/sub-86972/ses-1/anat/sub-86972_ses-1_rec-defaced_T1w.nii.gz
datatype-anat_reconstruction-defaced_suffix-T1w__1	datatype-anat_reconstruction-defaced_suffix-T1w	1			0.0		0.0		0.0	0.0	0.0	230	192	256	160	0.00345	0.00345			230	9	False	RAS+			anat		0	1	False	2.0	1.0		1.81	1.81			False		0.938	0.938	0.938	0.938	1.0	1.0	/sub-87135/ses-1/anat/sub-87135_ses-1_rec-defaced_T1w.nii.gz
