Notes	ManualCheck	MergeInto	RenameEntitySet	KeyParamGroup	EntitySet	ParamGroup	ArterialSpinLabelingType	BackgroundSuppression	Cluster_EchoTime	Cluster_EffectiveEchoSpacing	Cluster_RepetitionTime	Cluster_TotalReadoutTime	Cluster_VoxelSizeDim1	Cluster_VoxelSizeDim2	Cluster_VoxelSizeDim3	Counts	Dim1Size	Dim2Size	Dim3Size	EchoTime	EffectiveEchoSpacing	EntitySetCount	FlipAngle	HasFieldmap	ImageOrientation	LookLocker	M0Type	Modality	MultibandAccelerationFactor	NSliceTimes	NumVolumes	Obliquity	ParallelReductionFactorInPlane	PartialFourier	PhaseEncodingDirection	RepetitionTime	TotalReadoutTime	UsedAsFieldmap	VascularCrushing	VoxelSizeDim1	VoxelSizeDim2	VoxelSizeDim3
		0		datatype-anat_run-01_suffix-minIP_acquisition-sagittal__1	datatype-anat_run-01_suffix-minIP_acquisition-sagittal	1			0.0		0.0		0.0	0.0	0.0	4	384	76	1	0.00366		6	18	FALSE	PSR+			anat		0	1	FALSE		0.75		0.022		FALSE		0.521	0.521	150.0
		0	datatype-anat_run-01_suffix-minIP_acquisition-sagittalVARIANTRepetitionTimeC1	datatype-anat_run-01_suffix-minIP_acquisition-sagittal__2	datatype-anat_run-01_suffix-minIP_acquisition-sagittal	2			0.0		1.0		0.0	0.0	0.0	1	384	76	1	0.00366		6	18	FALSE	PSR+			anat		0	1	FALSE		0.75		0.034		FALSE		0.521	0.521	150.0
		0	datatype-anat_run-01_suffix-minIP_acquisition-sagittalVARIANTParallelReductionFactorInPlane2Dim2Size142VoxelSizeDim3C1	datatype-anat_run-01_suffix-minIP_acquisition-sagittal__3	datatype-anat_run-01_suffix-minIP_acquisition-sagittal	3			0.0		0.0		0.0	0.0	1.0	1	384	142	1	0.00366		6	18	FALSE	PSR+			anat		0	1	FALSE	2.0	0.75		0.022		FALSE		0.521	0.521	34.0
				datatype-anat_run-02_suffix-angio__1	datatype-anat_run-02_suffix-angio	1			0.0		0.0		0.0	0.0	0.0	4	288	384	40	0.00366		6	18	FALSE	RAS+			anat		0	1	FALSE		0.75		0.022		FALSE		0.521	0.521	1.0
			datatype-anat_run-02_suffix-angio_acquisition-VARIANTRepetitionTimeC1	datatype-anat_run-02_suffix-angio__2	datatype-anat_run-02_suffix-angio	2			0.0		1.0		0.0	0.0	0.0	1	288	384	40	0.00366		6	18	FALSE	RAS+			anat		0	1	FALSE		0.75		0.034		FALSE		0.521	0.521	1.0
			datatype-anat_run-02_suffix-angio_acquisition-VARIANTParallelReductionFactorInPlane2Dim3Size74	datatype-anat_run-02_suffix-angio__3	datatype-anat_run-02_suffix-angio	3			0.0		0.0		0.0	0.0	0.0	1	288	384	74	0.00366		6	18	FALSE	RAS+			anat		0	1	FALSE	2.0	0.75		0.022		FALSE		0.521	0.521	1.0
				datatype-anat_run-02_suffix-minIP_acquisition-axial__1	datatype-anat_run-02_suffix-minIP_acquisition-axial	1			0.0		0.0		0.0	0.0	0.0	4	288	384	1	0.00366		6	18	FALSE	LAS+			anat		0	1	FALSE		0.75		0.022		FALSE		0.521	0.521	40.0
			datatype-anat_run-02_suffix-minIP_acquisition-axialVARIANTRepetitionTimeC1	datatype-anat_run-02_suffix-minIP_acquisition-axial__2	datatype-anat_run-02_suffix-minIP_acquisition-axial	2			0.0		1.0		0.0	0.0	0.0	1	288	384	1	0.00366		6	18	FALSE	LAS+			anat		0	1	FALSE		0.75		0.034		FALSE		0.521	0.521	40.0
			datatype-anat_run-02_suffix-minIP_acquisition-axialVARIANTParallelReductionFactorInPlane2VoxelSizeDim3C1	datatype-anat_run-02_suffix-minIP_acquisition-axial__3	datatype-anat_run-02_suffix-minIP_acquisition-axial	3			0.0		0.0		0.0	0.0	1.0	1	288	384	1	0.00366		6	18	FALSE	LAS+			anat		0	1	FALSE	2.0	0.75		0.022		FALSE		0.521	0.521	34.0
				datatype-anat_run-02_suffix-minIP_acquisition-coronal__1	datatype-anat_run-02_suffix-minIP_acquisition-coronal	1			0.0		0.0		0.0	0.0	0.0	4	288	76	1	0.00366		6	18	FALSE	LSP+			anat		0	1	FALSE		0.75		0.022		FALSE		0.521	0.521	200.0
			datatype-anat_run-02_suffix-minIP_acquisition-coronalVARIANTRepetitionTimeC1	datatype-anat_run-02_suffix-minIP_acquisition-coronal__2	datatype-anat_run-02_suffix-minIP_acquisition-coronal	2			0.0		1.0		0.0	0.0	0.0	1	288	76	1	0.00366		6	18	FALSE	LSP+			anat		0	1	FALSE		0.75		0.034		FALSE		0.521	0.521	200.0
			datatype-anat_run-02_suffix-minIP_acquisition-coronalVARIANTParallelReductionFactorInPlane2Dim2Size142VoxelSizeDim3C1	datatype-anat_run-02_suffix-minIP_acquisition-coronal__3	datatype-anat_run-02_suffix-minIP_acquisition-coronal	3			0.0		0.0		0.0	0.0	1.0	1	288	142	1	0.00366		6	18	FALSE	LSP+			anat		0	1	FALSE	2.0	0.75		0.022		FALSE		0.521	0.521	34.0
				datatype-anat_run-02_suffix-minIP_acquisition-sagittal__1	datatype-anat_run-02_suffix-minIP_acquisition-sagittal	1			0.0		0.0		0.0	0.0	0.0	4	384	76	1	0.00366		6	18	FALSE	PSR+			anat		0	1	FALSE		0.75		0.022		FALSE		0.521	0.521	150.0
			datatype-anat_run-02_suffix-minIP_acquisition-sagittalVARIANTRepetitionTimeC1	datatype-anat_run-02_suffix-minIP_acquisition-sagittal__2	datatype-anat_run-02_suffix-minIP_acquisition-sagittal	2			0.0		1.0		0.0	0.0	0.0	1	384	76	1	0.00366		6	18	FALSE	PSR+			anat		0	1	FALSE		0.75		0.034		FALSE		0.521	0.521	150.0
			datatype-anat_run-02_suffix-minIP_acquisition-sagittalVARIANTParallelReductionFactorInPlane2Dim2Size142VoxelSizeDim3C1	datatype-anat_run-02_suffix-minIP_acquisition-sagittal__3	datatype-anat_run-02_suffix-minIP_acquisition-sagittal	3			0.0		0.0		0.0	0.0	1.0	1	384	142	1	0.00366		6	18	FALSE	PSR+			anat		0	1	FALSE	2.0	0.75		0.022		FALSE		0.521	0.521	34.0
		0		datatype-anat_reconstruction-defaced_run-01_suffix-T2w__1	datatype-anat_reconstruction-defaced_run-01_suffix-T2w	1										1	176	256	256	0.408		1	120	FALSE	RAS+			anat		0	1	FALSE	2.0	1.0	i	3.2		FALSE		1.0	0.977	0.977
				datatype-anat_reconstruction-defaced_run-02_suffix-T2w__1	datatype-anat_reconstruction-defaced_run-02_suffix-T2w	1										1	176	256	256	0.408		1	120	FALSE	RAS+			anat		0	1	FALSE	2.0	1.0	i	3.2		FALSE		1.0	0.977	0.977
				datatype-anat_run-03_suffix-angio__1	datatype-anat_run-03_suffix-angio	1										1	288	384	40	0.00366		1	18	FALSE	RAS+			anat		0	1	FALSE		0.75		0.022		FALSE		0.521	0.521	1.0
				datatype-anat_run-03_suffix-minIP_acquisition-axial__1	datatype-anat_run-03_suffix-minIP_acquisition-axial	1										1	288	384	1	0.00366		1	18	FALSE	LAS+			anat		0	1	FALSE		0.75		0.022		FALSE		0.521	0.521	40.0
				datatype-anat_run-03_suffix-minIP_acquisition-coronal__1	datatype-anat_run-03_suffix-minIP_acquisition-coronal	1										1	288	76	1	0.00366		1	18	FALSE	LSP+			anat		0	1	FALSE		0.75		0.022		FALSE		0.521	0.521	200.0
				datatype-anat_run-03_suffix-minIP_acquisition-sagittal__1	datatype-anat_run-03_suffix-minIP_acquisition-sagittal	1										1	384	76	1	0.00366		1	18	FALSE	PSR+			anat		0	1	FALSE		0.75		0.022		FALSE		0.521	0.521	150.0
				datatype-dwi_direction-AP_suffix-dwi_acquisition-multiband__1	datatype-dwi_direction-AP_suffix-dwi_acquisition-multiband	1			0.0	0.0	0.0	0.0	0.0	0.0	0.0	176	140	140	92	0.083	0.00066	178	78	TRUE	LAS+			dwi	4.0	92	118	FALSE		0.75	j-	3.027	0.092	FALSE		1.5	1.5	1.5
		0	datatype-dwi_direction-AP_suffix-dwi_acquisition-multibandVARIANTNumVolumes59NoFmap	datatype-dwi_direction-AP_suffix-dwi_acquisition-multiband__2	datatype-dwi_direction-AP_suffix-dwi_acquisition-multiband	2			0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	140	140	92	0.083	0.00066	178	78	FALSE	LAS+			dwi	4.0	92	59	FALSE		0.75	j-	3.027	0.092	FALSE		1.5	1.5	1.5
			datatype-dwi_direction-AP_suffix-dwi_acquisition-multibandVARIANTObliquityTrue	datatype-dwi_direction-AP_suffix-dwi_acquisition-multiband__3	datatype-dwi_direction-AP_suffix-dwi_acquisition-multiband	3			0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	140	140	92	0.083	0.00066	178	78	TRUE	LAS+			dwi	4.0	92	118	TRUE		0.75	j-	3.027	0.092	FALSE		1.5	1.5	1.5
				datatype-fmap_fmap-magnitude1_suffix-magnitude1__1	datatype-fmap_fmap-magnitude1_suffix-magnitude1	1			0.0		0.0		0.0	0.0	0.0	118	80	80	60	0.004		229	45	FALSE	LAS+			fmap		60	1	FALSE		1.0	j-	0.58		TRUE		3.0	3.0	3.0
			datatype-fmap_fmap-magnitude1_suffix-magnitude1_acquisition-VARIANTMultibandAccelerationFactor2	datatype-fmap_fmap-magnitude1_suffix-magnitude1__2	datatype-fmap_fmap-magnitude1_suffix-magnitude1	2			0.0		0.0		0.0	0.0	0.0	111	80	80	60	0.004		229	45	FALSE	LAS+			fmap	2.0	60	1	FALSE		1.0	j-	0.58		TRUE		3.0	3.0	3.0
				datatype-fmap_fmap-magnitude2_suffix-magnitude2__1	datatype-fmap_fmap-magnitude2_suffix-magnitude2	1			0.0		0.0		0.0	0.0	0.0	123	80	80	60	0.007		229	45	FALSE	LAS+			fmap	2.0	60	1	FALSE		1.0	j-	0.58		TRUE		3.0	3.0	3.0
			datatype-fmap_fmap-magnitude2_suffix-magnitude2_acquisition-VARIANTMultibandAccelerationFactornan	datatype-fmap_fmap-magnitude2_suffix-magnitude2__2	datatype-fmap_fmap-magnitude2_suffix-magnitude2	2			0.0		0.0		0.0	0.0	0.0	106	80	80	60	0.007		229	45	FALSE	LAS+			fmap		60	1	FALSE		1.0	j-	0.58		TRUE		3.0	3.0	3.0
				datatype-fmap_fmap-phasediff_suffix-phasediff__1	datatype-fmap_fmap-phasediff_suffix-phasediff	1			0.0		0.0		0.0	0.0	0.0	123	80	80	60	0.007		229	45	FALSE	LAS+			fmap	2.0	60	1	FALSE		1.0	j-	0.58		TRUE		3.0	3.0	3.0
			datatype-fmap_fmap-phasediff_suffix-phasediff_acquisition-VARIANTMultibandAccelerationFactornan	datatype-fmap_fmap-phasediff_suffix-phasediff__2	datatype-fmap_fmap-phasediff_suffix-phasediff	2			0.0		0.0		0.0	0.0	0.0	106	80	80	60	0.007		229	45	FALSE	LAS+			fmap		60	1	FALSE		1.0	j-	0.58		TRUE		3.0	3.0	3.0
				datatype-fmap_direction-PA_fmap-epi_suffix-epi_acquisition-multiband__1	datatype-fmap_direction-PA_fmap-epi_suffix-epi_acquisition-multiband	1			0.0	0.0	0.0	0.0	0.0	0.0	0.0	176	140	140	92	0.083	0.00066	178	78	FALSE	LAS+			fmap	4.0	92	1	FALSE		0.75	j	3.027	0.092	TRUE		1.5	1.5	1.5
		0	datatype-fmap_direction-PA_fmap-epi_suffix-epi_acquisition-multibandVARIANTUnused	datatype-fmap_direction-PA_fmap-epi_suffix-epi_acquisition-multiband__2	datatype-fmap_direction-PA_fmap-epi_suffix-epi_acquisition-multiband	2			0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	140	140	92	0.083	0.00066	178	78	FALSE	LAS+			fmap	4.0	92	1	FALSE		0.75	j	3.027	0.092	FALSE		1.5	1.5	1.5
			datatype-fmap_direction-PA_fmap-epi_suffix-epi_acquisition-multibandVARIANTObliquityTrue	datatype-fmap_direction-PA_fmap-epi_suffix-epi_acquisition-multiband__3	datatype-fmap_direction-PA_fmap-epi_suffix-epi_acquisition-multiband	3			0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	140	140	92	0.083	0.00066	178	78	FALSE	LAS+			fmap	4.0	92	1	TRUE		0.75	j	3.027	0.092	TRUE		1.5	1.5	1.5
		0		datatype-fmap_fmap-magnitude1_run-01_suffix-magnitude1__1	datatype-fmap_fmap-magnitude1_run-01_suffix-magnitude1	1			0.0		0.0		0.0	0.0	0.0	2	80	80	60	0.004		2	45	FALSE	LAS+			fmap		60	1	FALSE		1.0	j-	0.58		TRUE		3.0	3.0	3.0
				datatype-fmap_fmap-magnitude1_run-02_suffix-magnitude1__1	datatype-fmap_fmap-magnitude1_run-02_suffix-magnitude1	1			0.0		0.0		0.0	0.0	0.0	2	80	80	60	0.004		2	45	FALSE	LAS+			fmap		60	1	FALSE		1.0	j-	0.58		TRUE		3.0	3.0	3.0
		0		datatype-fmap_fmap-magnitude2_run-01_suffix-magnitude2__1	datatype-fmap_fmap-magnitude2_run-01_suffix-magnitude2	1			0.0		0.0		0.0	0.0	0.0	2	80	80	60	0.007		2	45	FALSE	LAS+			fmap		60	1	FALSE		1.0	j-	0.58		TRUE		3.0	3.0	3.0
				datatype-fmap_fmap-magnitude2_run-02_suffix-magnitude2__1	datatype-fmap_fmap-magnitude2_run-02_suffix-magnitude2	1			0.0		0.0		0.0	0.0	0.0	2	80	80	60	0.007		2	45	FALSE	LAS+			fmap		60	1	FALSE		1.0	j-	0.58		TRUE		3.0	3.0	3.0
		0		datatype-fmap_fmap-phasediff_run-01_suffix-phasediff__1	datatype-fmap_fmap-phasediff_run-01_suffix-phasediff	1			0.0		0.0		0.0	0.0	0.0	2	80	80	60	0.007		2	45	FALSE	LAS+			fmap		60	1	FALSE		1.0	j-	0.58		TRUE		3.0	3.0	3.0
				datatype-fmap_fmap-phasediff_run-02_suffix-phasediff__1	datatype-fmap_fmap-phasediff_run-02_suffix-phasediff	1			0.0		0.0		0.0	0.0	0.0	2	80	80	60	0.007		2	45	FALSE	LAS+			fmap		60	1	FALSE		1.0	j-	0.58		TRUE		3.0	3.0	3.0
				datatype-func_suffix-bold_task-rest_acquisition-multiband__1	datatype-func_suffix-bold_task-rest_acquisition-multiband	1			0.0	0.0	0.0	0.0	0.0	0.0	0.0	206	64	64	48	0.025	0.0006	227	30	TRUE	LAS+			func	6.0	48	1200	TRUE		1.0	j-	0.5	0.038	FALSE		3.0	3.0	3.0
			datatype-func_suffix-bold_task-rest_acquisition-multibandVARIANTObliquityFalse	datatype-func_suffix-bold_task-rest_acquisition-multiband__2	datatype-func_suffix-bold_task-rest_acquisition-multiband	2			0.0	0.0	0.0	0.0	0.0	0.0	0.0	19	64	64	48	0.025	0.0006	227	30	TRUE	LAS+			func	6.0	48	1200	FALSE		1.0	j-	0.5	0.038	FALSE		3.0	3.0	3.0
